document_id,clean_text,sentiment
721,nisei female born august seattle washington world war ii incarcerated puyallup assembly center washington minidoka concentration camp idaho leaving camp lived wisconsin several years eventually moving chicago illinois,
722,sansei male born december brogan oregon grew primarily watsonville california area parents ran farm exposed early age activism organized labor attended stanford university moved seattle washington earned nursing credential joined led several prominent seattlearea taiko japanese drum ensembles became involved numerous japanese american community activist groups japanese american citizens league tule lake committee tsuru solidarity,
723,nisei female born july sparks nevada grew sparks father worked machinist southern pacific railroad twentytwo years february father fired job forty years later ms shimada fought successfully redress fired railroad workers families,
724,nisei male born may clarksburg california grew clarksburg parents ran farm world war ii removed tule lake concentration camp california served military war returned sacramento area reestablished farming business,
725,nisei male born november prince rupert british columbia canada grew prince rupert removed japanese canadians hastings park vancouver canada bombing pearl harbor moved new denver incarceration camp resettled edmonton alberta canada family studied practiced medicine university alberta specializing plastic surgery helped establish burntreatment center served chair japanese canadian redress foundation finished series paintings depicting life new denver incarceration camp,
726,nisei male born october heber california imperial valley grew boyle heights received draft notice one day bombing pearl harbor joined military intelligence service denied furlough visit mother manzanar concentration camp refused serve overseas unit placed engineering battalion made japanese german italian americans considered suspect us government world war ii became vice president export division honda dedicating much time promoting better trade relations us japan,
727,nisei male born november los angeles california world war ii removed santa anita assembly center california heart mountain concentration camp wyoming leaving camp eventually returned california,
728,sansei male born march winters california grew winters area parents worked farm run world war ii incarcerated amache concentration camp colorado graduated uc davis school law worked various capacities state california elected national president japanese american citizens league involved redress movement helping draft redress resolution,
729,roger shimomuras paintings prints theater pieces address sociopolitical issues asian america inspiration many works diaries kept late immigrant grandmother fiftysix years received undergraduate degree university washington seattle graduate degree syracuse university new york shimomura solo exhibitions paintings prints presented experimental theater pieces venues franklin furnace new york walker art center minneapolis national museum american history smithsonian institution washington dc recipient four national endowment arts fellowships painting performance art mcknight fellowship civil liberties public education fund fellowship first artist awarded international japan foundation grant well first state receive kansas arts commission artist fellowship painting fall shimomura appointed dayton hudson distinguished visiting professor carleton college northfield minnesota professor shimomura lectured work universities art museums across united states designated university distinguished professor university kansas faculty first honored history school fine arts campus received higuchi research prize highest annual honor bestowed kansas university faculty member humanities social sciences seattle urban league named scholarship awarded annually seattle resident pursuing career art college art association presented artist award distinguished body work recognition fouryear twelvemuseum national tour painting exhibition american diary shimomuras personal papers collected archives american art smithsonian institution represented jeffrey hoffeld company inc new york jan cicero gallery chicago jan weiner gallery kansas city bernice steinbaum gallery miami greg kucera gallery seattle,
730,nisei female born july dominguez hills california grew dominguez hills parents ran farm world war ii removed tulare assembly center california gila river concentration camp arizona leaving camp lived several years chicago illinois returned california became dietition war,
731,nisei male born april yuba city california grew elk grove california bombing pearl harbor moved family florin california removed marysville assembly center california tule lake concentration camp california tule lake refused sign socalled loyalty questionnaire confined tule lakes stockade participated hunger strike eventually renounced us citizenship release tule lake regained us citizenship returned california,
732,keiko shinmotos father migrated hiroshima portland oregon brother owner grocery store returning hiroshima see ailing father keikos father found impossible return america mother hid passport keep japan shortly keikos mother joined hiroshima also hometown unlike eight older siblings keiko born japan recalls challenge sent countryside age eight part shudan sokai wartime program children aiming protect youth fire bombings cities food shortage black market called yamiichi flourished war left keiko strong impression nyushi survivor exposed radiation walking city hiroshima three days bombing lost one older sisters bomb came united states help usborn brother living los angeles relearned english father also back united states area time keiko attended technical college study design working schoolgirl worked briefly beverly hills dressmaker married nisei stockton former prisoner gila river war relocation center worked mechanic chevrolet war became owner car repair shop keiko helped shops book keeping also raised two children worked grocery store order pay health insurance time interview keiko joined biannual medical checkup conducted hiroshima physicians san francisco first time encouragement another us survivor husband passed away enjoying talking children going buddhist church stockton keeping touch nisei friends,
733,sansei male japanese canadian playwright stage director taiko artist founder currently artistic director minneapolis minnesota based asian american theater company mu performing arts,
734,nisei male born august area spokane washington known hillyard grew multiethnic hillyard area parents owned hillyard laundry world war ii began senior rogers high school went attend gonzaga university volunteered military service joining nd regimental combat team segregated us army unit consisting japanese americans mr shiosaki fought europe returned spokane finished degree gonzaga started career family,
735,nisei female born terminal island california grew terminal island father fisherman bombing pearl harbor father arrested fbi rest family moved compton california removed manzanar concentration camp california leaving camp lived several years long beach trailer park cabrillo government housing projects,
736,sansei female grew san diego california,
737,nisei male born september monterey california grew wilmington neighborhood los angeles father fisherman world war ii removed santa anita assembly center heart mountain concentration camp returned los angeles war,
738,nisei male born december los angeles california grew california parents ran successful grocery store business world war ii removed santa anita assembly center california heart mountain concentration camp wyoming heart mountain became involved boy scouts activities left camp returned california drafted army service returned los angeles became teacher,
739,nisei male born june los angeles california grew los angeles area parents owned flower shop world war ii removed santa anita assembly center california gila river concentration camp arizona left camp worked minneapolis minnesota several years returning los angeles,
740,white female born june los angeles california fourth grade teacher manzanar concentration camp california,
741,jewish female born january seattle washington mother immigrated us age six russia father born lithuania alice grew predominately jewish neighborhood seattle washington remained seattle world war ii married two children pursuing masters degree counseling university washington worked disadvantaged youth seattle schools retiring volunteered schools participated interfaith activities,
742,white female born texas grew la verne california family active church brethren world war ii lived manzanar concentration camp california worked teacher along husband established hostel chicago illinois japanese americans leaving camps,
743,born february lakeland florida left home age fourteen live educational supervision dr william h gray jr attended florida graduated degree business administration temple university graduated university washington law school served law clerk supreme court justice matthew w hill worked deputy prosecuting attorney king county private law practice moving washington dc take position special assistant attorney general united states legal field justice smith appointed washington state supreme court served retirement justice smith received university washington law schools distinguished alumnus award appointed president clinton us commission international religious freedom also asian bar associations judge year award well lifetime service award washington state bar association long illustrious career justice smith served boards several asian american community organizations worked behalf immigrants rights,
744,nisei female born may portland oregon grew small town brooks oregon parents ran farm prior world war ii became nurse married child world war ii removed portland assembly center oregon tule lake concentration camp california worked camps hospital transferred one year minidoka concentration camp idaho war eventually returned portland resumed nursing career,
745,white female born june minneapolis minnesota grew los angeles california attended ucla world war ii recruited teach manzanar concentration camp,
746,nisei female born july wapato washington grew wapato family ran farm attending university washington war broke december removed family portland assembly center oregon heart mountain concentration camp wyoming camp worked recreation department left camp attended college st paul minnesota war became active field recreation well community educational groups involved efforts preserve sites wartime incarceration camps,
747,ana tanaka dr kyle kinoshita led conversation joy misako st germain detailing became involved jacl became seattle leader one japanese american families grew felt deep longing sense community love japanese american culture one main factors led moving pacific northwest joy welcomed seattle chapter quickly became active chapter members encouraging soon active issues jacl engaged clear leader cared organization committed mission statement became chapter president joy helped establish many organizational structures helped seattle chapter sustain new century joy optimistic newer generation jacl activists work organization done engage younger generation renewed focus allyship communities organizations feels though everyonethe younger older generationscan learn jacl continues work,
748,nisei female born december la crescenta california grew california father operated flower business world war ii removed manzanar concentration camp california lived chicago new york leaving camp eventually returning california,
749,white female born april union town kansas grew california parents moved young world war ii took job physical education teacher manzanar concentration camp california,
750,nisei female born december seattle washington world war ii removed family puyallup assembly center washington minidoka concentration camp idaho leaving camp resettled minneapolis minnesota spent many years raising family teaching japan eventually returning minnesota,
751,nisei male born april brawley california following bombing pearl harbor father arrested fbi mother nervous breakdown kenji sister sent stay shonien orphanage los angeles mass removal taken manzanar orphans placed manzanar childrens village camp reunited parents leaving manzanar returned california established career developing photography lenses equipment,
752,nisei male born october watsonville california following bombing pearl harbor removed salinas assembly center california poston concentration camp arizona volunteered military poston joined nd regimental combat team europe replacement troop following military service returned watsonville,
753,nisei female born september los angeles california grew venice california married world war ii removed war manzanar concentration camp california child camp leaving manzanar lived ohio number years returning california,
754,nisei male born december alameda california grew alameda world war ii removed manzanar concentration camp california camp worked camouflage net factory camps hospital transferred family topaz concentration camp utah leaving camp drafted us military served interpreter japan,
755,nisei female born july osco flaco california grew pismo beach california world war ii moved farm labor camp near nyssa oregon lived farm time idaho eventually settling portland oregon,
756,nisei male born august chicago illinois grew primarily los angeles california parents ran restaurant bombing pearl harbor removed santa anita assembly center california participating running organized gambling operation moved briefly heart mountain concentration camp wyoming sent tule lake california signing socalled loyalty questionnaire transferred santa fe department justice internment camp new mexico upon wishes parents renounced us citizenship expatriated japan worked military government us occupation japan eventually regained us citizenship returned united states,
757,nisei male born august los angeles california grew los angeles area prior world war ii bombing pearl harbor removed santa anita assembly center california rohwer concentration camp arkansas drafted military served military intelligence service eventually returned california,
758,nisei male born october bainbridge island washington removed manzanar concentration camp california drafted us army returned bainbridge island war established successful farm,
759,nisei male born may bainbridge island washington grew bainbridge parents ran strawberry farm world war ii removed manzanar concentration camp california transferred minidoka concentration camp idaho leaving camp returned bainbridge time volunteered military serving japan us occupation returning united states established farm ontario oregon,
760,niseihan male born january portland oregon father worked railroad world war ii removed portland assembly center oregon minidoka concentration camp idaho leaving camp family moved small community outside spokane washington farm went uc berkeley caltech taught department aerospace engineering university southern california served chair national education commission japanese american citizens league jacl vice chair community advisory committee desegregation pasadena schools held several positions academic administration including dean graduate studies research california state university los angeles vice president academic affairs california state university northridge president california state polytechnic university pomona,
761,nisei male born october seattle washington grew seattle washington incarcerated puyallup assembly center washington minidoka concentration camp idaho volunteered nd regimental combat team camp eventually returned seattle world war ii,
762,nisei female may grew half moon bay california world war ii removed tanforan assembly center california topaz concentration camp utah,
763,nisei female november seattle washington father established one largest oyster companies united states prior world war ii graduated garfield high school university washington pacific school religion earned masters degree religious education outbreak wwii assisted nikkei lost jobs worked wra help families trying relocate inland mass removal incarcerated puyallup assembly center minidoka concentration camp idaho husband served one camps physicians incarcerated worked student relocation job leave programs maintained active involvement young christian womens association throughout war postwar resettled first spokane later seattle war became active myriad organizations including national pta american association university women league womens voters king county medical societys womens organization,
764,nisei male born february seattle washington age ten sent japan live attend school returned seattle prior world war ii war removed puyallup assembly center washington minidoka concentration camp idaho answered nono socalled loyalty questionnaire transferred tule lake concentration camp california leaving camp returned seattle lived wife child hostel located seattles japanese language school established postwar career city seattle,
765,caucasian male born may new london connecticut moved frequently adolescent since father us navy attended high school honolulu hawaii college university washington served us air force attended university pacific mcgeorge law school georgetown university school law became director california department social welfare subsequently held several positions federal government appointed commissioner social security recruited assistant president policy development president ronald reagan instrumental helping influence reagan sign civil liberties act,
766,japanese female born kagoshima japan world war ii served nurse japanese army jakarta japan war moved united states lived san francisco eventually settling portland oregon,
767,nisei male born february selma california drafted prior world war ii war served military intelligence service mars task force burma interpreter general macarthur japan,
768,sansei male born editor nichi bei times oldest japanese american bilingual newspaper northern california son draft resister granada concentration camp attended california state university sacramento became involved civil rights activism,
769,nisei female born spokane washington spent childhood downtown spokane parents ran oriental laundry family active methodist episcopal church mother taught japanese language school attended lewis clark high school remembers changes japanese american community brought world war ii husband sumio tai came spokane minidoka concentration camp work sponsorship married spent postwar years running hotel raising six children,
770,nisei male born february brawley california grew el centro california parents ran farm world war ii removed poston concentration camp arizona family signed nono socalled loyalty questionnaire transferred crystal city internment camp texas japan lived worked japan returning united states,
771,nisei male born may auburn california grew sacramento valley parents ran farm world war ii removed manzanar concentration camp california worked hospital orderly camp forced sit young man shot manzanar riot quit job orderly result incident served military intelligence service left camp attended university illinois time moved berkeley complete school professor berkeley published numerous findings including studies regarding police use deadly force,
772,nisei male born december grew half moon bay california world war ii removed tanforan assembly center california topaz concentration camp utah drafted army near end war served germany worked postal service war,
773,nisei female born july petersburg alaska mother father jailed petersburg bombing pearl harbor incarcerated puyallup assembly center washington minidoka concentration camp idaho resettled seattle washington,
774,nisei male born october seattle washington grew seattle father prominent member japanese gardeners association world war ii removed puyallup assembly center washington minidoka concentration camp idaho drafted army served italy nd regimental combat team received silver star valor combat helped revive japanese gardeners association seattle postwar,
775,nisei female born april grew bainbridge island washington working maid seattle japan bombed pearl harbor december war removed manzanar concentration camp california transferred minidoka concentration camp idaho,
776,nisei male born october sacramento california world war ii drafted poston concentration camp arizona served military intelligence service translator interpreter india burma japan,
777,nisei male born june alameda california grew alameda father gardener bombing pearl harbor moved cortez california months removed merced assembly center california amache concentration camp colorado leaving camp returned california drafted military established career travel industry,
778,sansei female born january topaz concentration camp utah leaving camp family returned alameda california lived world war ii jo grew alameda became high school teacher involved buena vista united methodist church numerous japanese american community activities alameda,
779,nisei male born june san jose california teenager moved family west los angeles father gardener world war ii removed manzanar concentration camp california camp jack volunteered work orphans manzanar childrens village also helped establish christian church services left camp des moines iowa attend college eventually became minister,
780,nisei female grew west los angeles california parents farmed world war ii removed manzanar concentration camp california left camp attend college des moines iowa eventually settled portland oregon,
781,nisei male born april san diego california prior world war ii father worked fisherman mother worked fish cannery father passed away early age leaving mother raise eight children bombing pearl harbor temporarily moved sunnydale california sent santa anita assembly center california poston concentration camp arizona leaving camp resettled chicago illinois joe became active martial arts,
782,sansei female born august bellevue washington raised family farm bellevue washington prior world war ii incarcerated pinedale assembly center california tule lake concentration camp california released early harvest sugar beets chinook montana onset world war ii father picked fbi detained immigration naturalization service ins seattle incarcerated department justice camp fort missoula montana,
783,nisei male born september bainbridge island washington world war ii removed manzanar concentration camp california war joined air force eventually returned bainbridge island,
784,nisei male born october bainbridge island washington parents strawberry farmers world war ii bombing pearl harbor removed family manzanar concentration camp california unlike bainbridge island japanese americans transfer minidoka idaho concentration camp returned bainbridge island war attended university washington,
785,nisei female born november florin california grew florin parents operated farm prior world war ii attended sewing school los angeles war removed manzanar concentration camp california married camp moved denver colorado,
786,nisei male born august san mateo california world war ii removed family tanforan assembly center california topaz concentration camp utah due parents answers socalled loyalty questionnaire transferred tule lake designated segregation center leaving camp returned san mateo served military intelligence japan korea korean war became involved numerous japanese community organizations,
787,sansei female born june los angeles california family removed poston concentration camp arizona resettled denver colorado world war ii moved boyle heights neighborhood los angeles returned colorado attended high school college denver worked speech pathologist educator active japanese american community projects including denver japanese american heritage school chibi gakko japanese american resource center heart mountain wyoming foundation,
788,nisei female born april alameda california grew alameda father ran gardening business world war ii family ordered leave alameda moved cortez california sent merced assembly center california amache concentration camp colorado left camp attend school cleveland ohio returning alameda war worked many years uc berkeley,
789,sansei female born february san francisco california grew san franciscos japantown world war ii removed tanforan assembly center california topaz concentration camp utah leaving camp family lived short time oregon returning california finding temporary housing hunters point eventually returned san francisco,
790,nisei female born january seattle washington grew south park area south seattle parents ran farm world war ii removed pinedale assembly center california tule lake concentration camp california leaving camp lived worked ontario oregon time living philadelphia moving san jose california,
791,nisei male born december los angeles california parents owned operated restaurant father passed away prior onset world war ii mother responsible preparing family move camp removed manzanar concentration camp california shot military police officer picking scrap lumber renounced us citizenship expatriated japan worked six years returning california,
792,nisei male born april troutdale oregon grew several areas oregon parents ran farm started grocery business world war ii war removed portland assembly center oregon minidoka concentration camp idaho leaving camp returned oregon reestablished grocery business,
793,sansei female born april portland oregon world war ii moved infant family portland assembly center oregon minidoka concentration camp idaho leaving camp family moved time new york returned oregon tomikos father created edited minidoka interlude camp tomikos family republished distributed,
794,sansei male born may oakland california received law degree uc berkeley served member pro bono legal team korematsu v united states lawsuit overturn year old conviction refusal obey exclusion orders aimed japanese americans world war ii originally upheld us supreme court landmark decisions,
795,nisei male born eatonville washington grew nearby tacoma washington boston attending medical school world war ii started incarcerated concentration camps family members practiced medicine philadelphia pennsylvania war,
796,nisei male born hanapepe kauai hawaii grew hanapepe father worked plantation volunteered army prior world war ii war reenlisted became member th infantry battalion,
797,nisei male born august osaka japan attended college university washington removed puyallup assembly center washington tule lake concentration camp california established tule lakes newspaper tulean dispatch transferred minidoka concentration camp idaho resettling chicago drafted military intelligence service served worked tokyo interpreter,
798,nisei male born august portland oregon grew portland father physician japantown attending college prior world war ii war removed portland assembly center oregon minidoka concentration camp idaho left camp attend college drafted served army specialized training unit us occupation japan returned medical school military service became physician practicing ontario oregon,
799,nisei male born st louis missouri world war ii served nd regimental combat team italy france,
800,nisei female born february one four sisters grew near los angeles california parents ran nursery business following bombing pearl harbor removed manzanar concentration camp california following war returned los angeles,
801,nisei female born october san luis obispo california grew san luis obispo parents farmed world war ii removed manzanar concentration camp california left camp help nisei student relocation project moved denver colorado,
802,nisei male born january sacramento california grew sacramento parents ran farm world war ii removed marysville assembly center tule lake concentration camp california transferred topaz concentration camp utah drafted army served nd regimental combat team italy following war returned california,
803,nisei male born february watsonville california drafted military bombing pearl harbor volunteered military intelligence service interrogated japanese pows australia war war served linguist interpreter japan us occupation,
804,nisei female born june sacramento california world war ii removed sacramento assembly center california tule lake concentration camp california transferred granada amache concentration camp colorado left camp cleveland ohio worked war relocation authority eventually settled chicago illinois,
805,male isseihan born april japan infant came us parents previously immigrated family ran hotel seattles pioneer square neighborhood bombing pearl harbor removed puyallup assembly center washington minidoka concentration camp idaho war returned seattle finished high school attended university washington drafted military assigned serve overseas highranked engineer military discharge returned seattle worked management boeing company,
806,nitengosei half nisei half sansei female born june seattle washington incarcerated puyallup assembly center washington minidoka concentration camp idaho tule lake segregation center california returned seattle war stayed temporarily seattle japanese language school,
807,nisei female born february portland oregon losing mother age two went live swedish family age nine bombing pearl harbor removed portland assembly center oregon minidoka concentration camp idaho returned portland finish school following world war ii,
808,nisei male born june marysville california grew marysville california eventually moving gridley california bombing pearl harbor december removed family tule lake concentration camp california refused sign socalled loyalty questionnaire removed young men tule lakes block former ccc camp tulelake california still refused sign questionnaire returned tule lake wra officials concluded influenced older group members family released early returned home gridley february war became successful farmer growing kiwi fruit gridley,
809,nisei female born january hilo hawaii grew hilo moving japan attended school japan returning hilo outbreak world war ii war father arrested removed kilauea military camp sand island internment camps hawaii fathers absence took job nippu jiji japaneselanguage newspaper hilo remained hilo hawaii,
810,interview ana tanaka led conversation bill tashima bill spoke growing cleveland ohio early involvement jacl youth participant coming pacific northwest bill extensive experience seattle jacls advocacy community outreach civil rights ensuring continuation jacls scholarships supporting next generations japanese american leaders well known japanese american leader twice seattle jacl president member lgbtqia community whose intersectionality identities shaped individual activist today example key moment spoke shared experiences jacl national convention speaking support regarding resolution protesting boy scouts decision exclude gay scouts key part bills work efforts preservation seattle jacls heritage leadership legacy project recording part,
811,nisei male born august lawndale california served national redress director japanese american citizens league jacl involved movement obtain redress reparations japanese americans founded tateishishinoda associates management public affairs consulting firm became national executive director jacl,
812,nisei male born march san francisco california spent difficult childhood years san francisco care guardian family lived japan graduated degree business administration university california berkeley world war ii removed tanforan assembly center california topaz concentration camp utah topaz permitted travel around country buyer camp coop store also obtained permission shoot home movie footage within camp world war ii established nichibei bussan department store san joses japantown,
813,nisei female born may seattle washington grew seattle world war ii removed puyallup assembly center washington minidoka concentration camp idaho leaving camp returned seattle became teacher,
814,white male born february hollywood california grew oregon family moved big pine california prior world war ii involved high school football game japanese american students manzanar concentration camp california war served military eventually settled sacramento california,
815,issei male born march kure japan immigrated parents seattle child parents ran several hotels apartment buildings international district well tazuma ten cent store interview discusses japanese american hotel ownership early mids role hotel association japanese american community,
816,nisei female born june los angeles california placed adoption living orphanage japan bombed pearl harbor transferred manzanars childrens village world war ii war lived various foster families los angeles becoming independent age eighteen,
817,nisei male born january kyoto japan came united states young child parents moved frequently child due fathers role buddhist minister living places like walnut grove marysville california world war ii living salt lake city drafted army served japan korea world war ii received us citizenship military,
818,nisei male born may grew milwaukie oregon parents ran farm world war ii removed portland assembly center oregon minidoka concentration camp idaho leaving camp returned oregon resumed farming,
819,issei female born hiroshima japan graduated shintoku jikka girls high school married mr shizuto terao issei returned japan temporarily us arranged marriage immigrated us lived seattle moved salt lake city utah stay cousin spring people japanese ancestry removed west coast five years salt lake city returned seattle family time interview mrs terao resided assistedliving apartment seattle,
820,kibei female born october san francisco california age three sent live grandfather receive education fukuoka japan high school temporarily moved tokyo assisted familyowned business returned us join parents sacramento arranged marriage mr tadao sakita moved los angeles raised three children jointly ran successful cafe returned sacramento bombing pearl harbor family persons japanese ancestry removed west coast gave birth son tule lake concentration camp california war returned los angeles converted christianity remarried mr terasaki first husbands death time interview mrs terasaki resided los angeles making repairing japanese calligraphy scrolls,
821,nisei male japanese scottish descent born hilo hawaii volunteered served japanese american nd regimental combat team headquarters company second battalions antitank platoon returned hawaii following war attended university hawaii later worked municipal government active nd veterans club hawaii,
822,white male born august chicago illinois lost father early age moved los angeles california los angeles began study judo part group visited manzanar competed judo tournament served navy world war ii eventually returned los angeles continued practice judo,
823,nisei female born april seattle washington grew seattle father truck driver mother japanese language school teacher world war ii removed puyallup assembly center washington minidoka concentration camp idaho left camp finish high school ohio work schoolgirl eventually returned seattle established career stockbroker,
824,nisei female born december albuquerque new mexico world war ii broke family living california avoid sent concentration camp caravanned along several japanese american families back albuquerque remained throughout war,
825,nisei male born july near san jose grew salinas california went japan age thirteen studied japan incarcerated salinas assembly center california poston concentration camp arizona volunteered camp serve us military fought europe battalion runner alljapanese american nd regimental combat team singlehandedly captured group german officers fought famous battle lost battalion present liberation bruyeres recruited lobby congress passage civil liberties act representative nikkei veterans proved invaluable garnering support among particularly resistant members congress,
826,session ana tanaka led panel kip tokudas friends janice deguchi akemi matsumoto rep sharon tomiko santos barbara lui bill tashima remembrance tokuda tokuda iconic leader japanese american community washington state legislator seattle jacl president local organizer advocated established programs groups youth leadership civil liberties protection japanese american legacy preservation much tokuda prime force behind formation asian american pacific islander community leadership foundation japanese cultural community center washington kip tokuda civil liberty public education program,
827,nisei female born september naha okinawa nisei mother born hawaii father mainland japan father killed world war ii serving okinawa japans medical corps aiko barely survived infancy due devastation okinawa war moved los angeles age twelve join mother moved previously grew los angeles eventually becoming prominent instructor traditional okinawan dance,
828,nisei male born january selleck washington grew selleck logging camp moving family seattle washington high school world war ii removed puyallup assembly center washington minidoka concentration camp idaho volunteered military paratrooper served europe eventually returned seattle,
829,nisei female born december portland oregon incarcerated portland assembly center oregon minidoka concentration camp idaho resettled first denver colorado later chicago illinois former witness chair chicago area hearings commission wartime relocation internment civilians cwric former chairperson jacl chicago chapters redress committee,
830,nisei male born august alameda california grew alameda father ran food wholesaling business high school japan bombed pearl harbor december removed tanforan assembly center california topaz concentration camp utah left topaz student leave attend university cincinnati drafted military served military intelligence service japan discharge returned bay area graduated college business degree worked department public health longtime volunteer japanese american services east bay,
831,nisei female born august alameda california twin sister infant adopted mothers cousin husband grew alameda adoptive father ran garage world war ii removed santa anita assembly center california heart mountain concentration camp wyoming returned california war graduated uc berkeley worked dow chemical raised family palo alto california,
832,nisei male born august isleton california grew isleton father operated restaurant attended college studied engineering world war ii war removed sacramento walerga assembly center california tule lake concentration camp california camp worked survey crew remained tule lake became segregation center war returned california became civil engineer,
833,nisei male born february odell oregon grew odell parent ran farm world war ii removed pinedale assembly center california tule lake concentration camp california transferred minidoka concentration camp idaho served military returning hood river area,
834,nisei male born february san pedro california grew terminal island california father ran several successful stores world war ii removed family santa anita assembly center california granada amache concentration camp colorado leaving camp returned california attend school served korea japan korean war,
835,nisei male born july fowler california early age moved family fresno california world war ii removed fresno assembly center california jerome concentration camp arkansas transferred gila river concentration camp arizona jerome closed leaving camp lived cleveland ohio time eventually returning california,
836,nisei male born december kent washington became interested music junior high school played various music groups upon graduating high school worked manufacturing plant volunteered army separated unit along japanese americans bombing pearl harbor eventually served interpreter courtmartial involving shooting two issei men department justice internment camp assigned nd field artillery battalion involved liberating dachau concentration camp germany returned seattle war started successful insurance business,
837,nisei male born february auburn washington grew auburn father worked great northern railroad family also ran farm world war ii removed pinedale assembly center tule lake concentration camp oregon family transferred topaz concentration camp utah kiwamu left camp ogden utah volunteered military intelligence service served philippines liasion general macarthur family japan us occupation,
838,nisei female born december selma california grew parlier californa family worked farm bombing pearl harbor removed gila river concentration camp arizona left camp work indianapolis indiana settling permanently minneapolis minnesota,
839,sansei female born february manzanar concentration camp california prior war father issei curator harding museum chicago bombing pearl harbor parents decided volunteer go early manzanar help set camp leaving manzanar family lived california moved japan father worked us navy translating war crimes trials returned los angeles fumino grew,
840,nisei female born raised hawaii bombing pearl harbor father arrested fbi rest family removed jerome concentration camp arkansas gila river concentration camp arizona reunited father leaving camp moved family japan eventually returning hawaii moving portland oregon,
841,nisei male born june everett washington grew primarily hillsboro oregon family ran produce business farm world war ii removed family portland assembly center oregon minidoka concentration camp idaho leaving camp returned oregon eventually moved woodland washington establishing successful nursery business,
842,nisei male born june hillsboro oregon grew hillsboro parents ran produce business farm world war ii removed portland assembly center oregon minidoka concentration camp idaho left camp boise idaho mother received medical treatment eventually returned oregon served military service became dentist,
843,nisei male born february westport oregon grew portland oregon world war ii removed minidoka concentration camp idaho leaving camp returned oregon high school college went medical school eventually becoming successful opthalmologist served leadership positions japanese american citizens league district national levels involved redress movement,
844,nisei male born december honolulu hawaii world war ii member varsity victory volunteers served nd regimental combat team military intelligence service following military service graduated yale law school became attorney hawaii active community veterans organizations,
845,nisei male born april incarcerated heart mountain concentration camp wyoming drafted military age eighteen world war ii served district governor japanese american citizens league jacl southern california position jacl sought reconcile japanese american community world war ii draft resisters,
846,nisei female born july salinas california grew salinas father ran successful farm moved family japan remained japan world war ii worked interpreter war returned united states presently lives california,
847,nisei female born may san francisco california grew san francisco married world war ii war removed husband manzanar concentration camp california camp husband attorney worked legal aid division served office strategic services leaving camp resettled los angeles,
848,kibei female born may hollywood area los angeles california sent japan live relative thirteen months old returned united states mother twelve years old incarcerated sacramento assembly center tule lake concentration camp california resettled sacramento california married george tsutakawa renowned artist moved seattle washington,
849,nisei male born may seattle washington spent much childhood japan returning us age fifteen began attending university washington removed puyallup assembly center washington minidoka concentration camp idaho created series art pieces depicting camp life moved spokane washington leaving minidoka established lithoart printers inc active sistercity program spokane nishinomiya japan helped establish branch campus mukogawa womens university spokane,
850,sansei female born daughter ayame george tsutakawa,
851,yonsei male born grandson ayame george tsutakawa,
852,yonsei female born granddaughter ayame george tsutakawa,
853,nisei male born march florin california grew florin parents ran farm following bombing pearl harbor removed family manzanar concentration camp california war served air force became engineer,
